Enter Input Clock in MHZ
Enable boundary check? (y/n)
P	M	N	CLK
8 	 25 	 294 	 36.75 MHZ
8 	 25 	 295 	 36.875 MHZ
8 	 25 	 296 	 37.0 MHZ
8 	 25 	 297 	 37.125 MHZ
8 	 25 	 298 	 37.25 MHZ
8 	 25 	 299 	 37.375 MHZ
8 	 25 	 300 	 37.5 MHZ
8 	 25 	 301 	 37.625 MHZ
8 	 25 	 302 	 37.75 MHZ
8 	 25 	 303 	 37.875 MHZ
8 	 25 	 304 	 38.0 MHZ
8 	 25 	 305 	 38.125 MHZ
8 	 25 	 306 	 38.25 MHZ
8 	 25 	 307 	 38.375 MHZ
8 	 25 	 308 	 38.5 MHZ
8 	 25 	 309 	 38.625 MHZ
8 	 25 	 310 	 38.75 MHZ
8 	 25 	 311 	 38.875 MHZ
8 	 25 	 312 	 39.0 MHZ
8 	 25 	 313 	 39.125 MHZ
8 	 25 	 314 	 39.25 MHZ
8 	 25 	 315 	 39.375 MHZ
8 	 25 	 316 	 39.5 MHZ
8 	 25 	 317 	 39.625 MHZ
8 	 25 	 318 	 39.75 MHZ
8 	 25 	 319 	 39.875 MHZ
8 	 25 	 320 	 40.0 MHZ
8 	 25 	 321 	 40.125 MHZ
8 	 25 	 322 	 40.25 MHZ
8 	 25 	 323 	 40.375 MHZ
8 	 25 	 324 	 40.5 MHZ
8 	 25 	 325 	 40.625 MHZ
8 	 25 	 326 	 40.75 MHZ
8 	 25 	 327 	 40.875 MHZ
8 	 25 	 328 	 41.0 MHZ
8 	 25 	 329 	 41.125 MHZ
8 	 25 	 330 	 41.25 MHZ
8 	 25 	 331 	 41.375 MHZ
8 	 25 	 332 	 41.5 MHZ
8 	 25 	 333 	 41.625 MHZ
8 	 25 	 334 	 41.75 MHZ
8 	 25 	 335 	 41.875 MHZ
8 	 25 	 336 	 42.0 MHZ
8 	 25 	 337 	 42.125 MHZ
8 	 25 	 338 	 42.25 MHZ
8 	 25 	 339 	 42.375 MHZ
8 	 25 	 340 	 42.5 MHZ
8 	 25 	 341 	 42.625 MHZ
8 	 25 	 342 	 42.75 MHZ
8 	 25 	 343 	 42.875 MHZ
8 	 25 	 344 	 43.0 MHZ
8 	 25 	 345 	 43.125 MHZ
8 	 25 	 346 	 43.25 MHZ
8 	 25 	 347 	 43.375 MHZ
8 	 25 	 348 	 43.5 MHZ
8 	 25 	 349 	 43.625 MHZ
8 	 25 	 350 	 43.75 MHZ
8 	 25 	 351 	 43.875 MHZ
8 	 25 	 352 	 44.0 MHZ
8 	 25 	 353 	 44.125 MHZ
8 	 25 	 354 	 44.25 MHZ
8 	 25 	 355 	 44.375 MHZ
8 	 25 	 356 	 44.5 MHZ
8 	 25 	 357 	 44.625 MHZ
8 	 25 	 358 	 44.75 MHZ
8 	 25 	 359 	 44.875 MHZ
8 	 25 	 360 	 45.0 MHZ
8 	 25 	 361 	 45.125 MHZ
8 	 25 	 362 	 45.25 MHZ
8 	 25 	 363 	 45.375 MHZ
8 	 25 	 364 	 45.5 MHZ
8 	 25 	 365 	 45.625 MHZ
8 	 25 	 366 	 45.75 MHZ
8 	 25 	 367 	 45.875 MHZ
8 	 25 	 368 	 46.0 MHZ
8 	 25 	 369 	 46.125 MHZ
8 	 25 	 370 	 46.25 MHZ
8 	 25 	 371 	 46.375 MHZ
8 	 25 	 372 	 46.5 MHZ
8 	 25 	 373 	 46.625 MHZ
8 	 25 	 374 	 46.75 MHZ
8 	 25 	 375 	 46.875 MHZ
8 	 25 	 376 	 47.0 MHZ
8 	 25 	 377 	 47.125 MHZ
8 	 25 	 378 	 47.25 MHZ
8 	 25 	 379 	 47.375 MHZ
8 	 25 	 380 	 47.5 MHZ
8 	 25 	 381 	 47.625 MHZ
8 	 25 	 382 	 47.75 MHZ
8 	 25 	 383 	 47.875 MHZ
8 	 25 	 384 	 48.0 MHZ
8 	 25 	 385 	 48.125 MHZ
8 	 25 	 386 	 48.25 MHZ
8 	 25 	 387 	 48.375 MHZ
8 	 25 	 388 	 48.5 MHZ
8 	 25 	 389 	 48.625 MHZ
8 	 25 	 390 	 48.75 MHZ
8 	 25 	 391 	 48.875 MHZ
8 	 25 	 392 	 49.0 MHZ
8 	 25 	 393 	 49.125 MHZ
8 	 25 	 394 	 49.25 MHZ
8 	 25 	 395 	 49.375 MHZ
8 	 25 	 396 	 49.5 MHZ
8 	 25 	 397 	 49.625 MHZ
8 	 25 	 398 	 49.75 MHZ
8 	 25 	 399 	 49.875 MHZ
8 	 25 	 400 	 50.0 MHZ
8 	 25 	 401 	 50.125 MHZ
8 	 25 	 402 	 50.25 MHZ
8 	 25 	 403 	 50.375 MHZ
8 	 25 	 404 	 50.5 MHZ
8 	 25 	 405 	 50.625 MHZ
8 	 25 	 406 	 50.75 MHZ
8 	 25 	 407 	 50.875 MHZ
8 	 25 	 408 	 51.0 MHZ
8 	 25 	 409 	 51.125 MHZ
8 	 25 	 410 	 51.25 MHZ
8 	 25 	 411 	 51.375 MHZ
8 	 25 	 412 	 51.5 MHZ
8 	 25 	 413 	 51.625 MHZ
8 	 25 	 414 	 51.75 MHZ
8 	 25 	 415 	 51.875 MHZ
8 	 25 	 416 	 52.0 MHZ
8 	 25 	 417 	 52.125 MHZ
8 	 25 	 418 	 52.25 MHZ
8 	 25 	 419 	 52.375 MHZ
8 	 25 	 420 	 52.5 MHZ
8 	 25 	 421 	 52.625 MHZ
8 	 25 	 422 	 52.75 MHZ
8 	 25 	 423 	 52.875 MHZ
8 	 25 	 424 	 53.0 MHZ
8 	 25 	 425 	 53.125 MHZ
8 	 25 	 426 	 53.25 MHZ
8 	 25 	 427 	 53.375 MHZ
8 	 25 	 428 	 53.5 MHZ
8 	 25 	 429 	 53.625 MHZ
8 	 25 	 430 	 53.75 MHZ
8 	 25 	 431 	 53.875 MHZ
8 	 25 	 432 	 54.0 MHZ
